sample_window,variant,variant_label,year,outcome,outcome_label,size_variable,size_label,spearman_size_outcome,n_countries
fixed_country_2018_2024,baseline,Inclusive world export basket,2023,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.2823045556805399,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2023,world_share_exposure,World-share percentile exposure,log_population,Population,0.1035339332583427,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2023,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7268173509561304,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2023,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3111407949006374,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2023,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.15471503562054742,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2023,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.06841722909636296,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2023,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.19511623547056617,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2023,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.05777793400824896,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2023,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.2119012467191601,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2023,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.10380343082114735,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2023,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.2783265373078365,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2023,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.10374484439445068,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2024,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.3363029621297338,126
fixed_country_2018_2024,baseline,Inclusive world export basket,2024,world_share_exposure,World-share percentile exposure,log_population,Population,0.17944436632920882,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2024,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7538207724034496,126
fixed_country_2018_2024,baseline,Inclusive world export basket,2024,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.32836520434945626,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2024,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.24889388826396705,126
fixed_country_2018_2024,baseline,Inclusive world export basket,2024,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.1341922103487064,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2024,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.2522774653168355,126
fixed_country_2018_2024,baseline,Inclusive world export basket,2024,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.13197178477690288,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2024,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.25591301087364077,126
fixed_country_2018_2024,baseline,Inclusive world export basket,2024,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.15479119797525306,127
fixed_country_2018_2024,baseline,Inclusive world export basket,2024,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.3349051368578928,126
fixed_country_2018_2024,baseline,Inclusive world export basket,2024,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.19297197225346827,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2018,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.4135791619797525,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2018,world_share_exposure,World-share percentile exposure,log_population,Population,0.02801017060367454,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2018,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7263135076865391,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2018,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3112110986126734,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2018,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.5694835020622422,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2018,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.23960676790401197,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2018,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.5351225628046493,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2018,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.2243039932508436,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2018,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.3659776902887139,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2018,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.030177868391451066,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2018,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.40685929883764527,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2018,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.05217121297337833,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2019,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.3654445538057743,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2019,world_share_exposure,World-share percentile exposure,log_population,Population,0.009121906636670415,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2019,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7156683539557556,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2019,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3097522965879265,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2019,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.5132170978627671,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2019,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.202966816647919,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2019,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.45850909261342326,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2019,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.16685414323209596,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2019,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.2775942069741282,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2019,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,-0.013562757780277466,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2019,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.32009280089988745,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2019,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.027002484064491936,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2020,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.390203177727784,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2020,world_share_exposure,World-share percentile exposure,log_population,Population,0.05046048931383576,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2020,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7398821241094863,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2020,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.32849995313085867,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2020,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.4875035151856017,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2020,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.1919115579302587,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2020,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.46171962879640044,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2020,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.19078083989501313,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2020,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.3382077240344956,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2020,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.05997492500937382,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2020,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.33207958380202474,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2020,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.048509561304836885,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2021,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.3875609298837645,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2021,world_share_exposure,World-share percentile exposure,log_population,Population,0.04057695913010873,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2021,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7263545181852268,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2021,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3149371953505811,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2021,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.47349550056242967,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2021,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.16203248031496062,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2021,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.4451689632545932,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2021,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.15978276152980875,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2021,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.3393618766404199,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2021,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.042041619797525305,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2021,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.3422208942632171,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2021,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.04901926321709786,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2022,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.40554110423697026,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2022,world_share_exposure,World-share percentile exposure,log_population,Population,0.056500749906261714,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2022,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7095050618672666,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2022,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.32405324334458196,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2022,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.5099128233970753,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2022,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.18597675290588675,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2022,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.41697131608548926,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2022,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.11520434945631794,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2022,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.32601002999625045,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2022,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.06698772028496439,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2022,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.32043260217472813,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2022,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.023545884889388823,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2023,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.3300290588676415,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2023,world_share_exposure,World-share percentile exposure,log_population,Population,-0.004798228346456692,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2023,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7336368110236219,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2023,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.32964238845144356,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2023,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.46716816647918996,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2023,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.1499461004874391,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2023,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.38744375703037115,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2023,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.09806781964754406,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2023,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.28381022684664414,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2023,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.0368977315335583,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2023,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.21937687476565426,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2023,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,-0.05397567491563555,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2024,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.36226171728533935,126
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2024,world_share_exposure,World-share percentile exposure,log_population,Population,-0.032784964379452566,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2024,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7705706786651669,126
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2024,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.36058773903262087,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2024,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.5168083989501313,126
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2024,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.1165518372703412,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2024,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.396379452568429,126
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2024,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.05174939070116235,127
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2024,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.31778327709036375,126
fixed_country_2018_2024,noncommodity_broad,Broad-primary-excluded non-commodity basket,2024,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.006655418072740907,127
