country,iso3,reporter_code,base_year,base_year_2,future_year,future_year_2,base_window,future_window,horizon,product_level,active_threshold_usd_2024,persistence_rule,channel_type,channel,channel_label,channel_order,base_value_2024_usd,future_value_2024_usd,net_contribution_2024_usd,positive_expansion_2024_usd,contraction_2024_usd,product_count,partner_count,cell_count,total_base_exports_2024_usd,total_future_exports_2024_usd,total_net_growth_2024_usd,total_positive_expansion_2024_usd,total_contraction_2024_usd,positive_expansion_share,net_growth_share,contraction_share,within_continuing_positive_expansion_share,within_continuing_net_growth_share
Azerbaijan,AZE,31,1997,1998,2002,2003,1997-1998,2002-2003,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,below_threshold_residual,Below-threshold residual,4,17178366.18097364,12042482.126239117,-5135884.054734526,9514491.19976477,14650375.254499294,542,,542,1228313305.8805041,3829740696.888561,2601427391.0080557,2858848010.662251,257420619.654195,0.0033280857059486495,-0.0019742561612470628,0.05691220568958236,,
Azerbaijan,AZE,31,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,new_product,New HS4 products (persistent entry),1,11351720.389059843,693618169.1382202,682266448.7491603,683901156.0356507,1634707.2864903288,132,,132,1228313305.8805041,37781254644.05489,36552941338.174385,36795146044.55041,242204706.3760157,0.018586722151003415,0.01866515863763416,0.006749279611241302,,
Azerbaijan,AZE,31,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,continuing_product,Continuing HS4 products,2,1115387498.6679213,37001457506.788635,35886070008.1207,36030099830.25243,144029822.1317385,85,,85,1228313305.8805041,37781254644.05489,36552941338.174385,36795146044.55041,242204706.3760157,0.9792079582080833,0.9817560145465712,0.5946615335712612,,
Azerbaijan,AZE,31,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,dying_product,Dying HS4 products,3,82573036.6154781,1892321.6052779537,-80680715.01020011,162298.73339009838,80843013.7435902,60,,60,1228313305.8805041,37781254644.05489,36552941338.174385,36795146044.55041,242204706.3760157,4.410873466668461e-06,-0.002207229078058911,0.33377969798028534,,
Azerbaijan,AZE,31,1997,1998,2007,2008,1997-1998,2007-2008,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,below_threshold_residual,Below-threshold residual,4,19001050.208044913,84286646.52277304,65285596.31472812,80982759.52892472,15697163.2141966,510,,510,1228313305.8805041,37781254644.05489,36552941338.174385,36795146044.55041,242204706.3760157,0.0022009087674464815,0.0017860558938535141,0.064809488837212,,
Azerbaijan,AZE,31,1998,1999,2003,2004,1998-1999,2003-2004,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,new_product,New HS4 products (persistent entry),1,5562307.287793173,133313809.80464096,127751502.51684779,128241024.63975398,489522.1229061794,69,,69,1339308587.8896303,4880871177.91974,3541562590.030109,3711843054.714379,170280464.68426937,0.03454915058352917,0.03607207250169245,0.0028747990781787065,,
Azerbaijan,AZE,31,1998,1999,2003,2004,1998-1999,2003-2004,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,continuing_product,Continuing HS4 products,2,1252604514.424997,4618740625.202619,3366136110.7776213,3462304279.0625944,96168168.28497288,87,,87,1339308587.8896303,4880871177.91974,3541562590.030109,3711843054.714379,170280464.68426937,0.932772271894727,0.9504663620102797,0.5647633653295813,,
Azerbaijan,AZE,31,1998,1999,2003,2004,1998-1999,2003-2004,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,dying_product,Dying HS4 products,3,58628798.80995446,2027172.9800245198,-56601625.82992993,31663.179822298916,56633289.00975223,53,,53,1339308587.8896303,4880871177.91974,3541562590.030109,3711843054.714379,170280464.68426937,8.530312126770498e-06,-0.015982105184098618,0.3325882925840057,,
Azerbaijan,AZE,31,1998,1999,2003,2004,1998-1999,2003-2004,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,below_threshold_residual,Below-threshold residual,4,22512967.36688555,126789569.93245545,104276602.56556988,121266087.83220792,16989485.266638044,566,,566,1339308587.8896303,4880871177.91974,3541562590.030109,3711843054.714379,170280464.68426937,0.03267004720961705,0.0294436706721265,0.09977354300823414,,
Azerbaijan,AZE,31,1998,1999,2008,2009,1998-1999,2008-2009,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,new_product,New HS4 products (persistent entry),1,10670501.731479246,982681266.4391835,972010764.7077043,973330118.1323216,1319353.424617314,112,,112,1339308587.8896303,43689221564.56622,42349912976.676575,42496495125.330475,146582148.65388307,0.022903773952693763,0.02295189520797885,0.009000778312594092,,
Azerbaijan,AZE,31,1998,1999,2008,2009,1998-1999,2008-2009,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,continuing_product,Continuing HS4 products,2,1230884141.1203344,42670433080.63877,41439548939.51843,41494297282.127075,54748342.60863384,80,,80,1339308587.8896303,43689221564.56622,42349912976.676575,42496495125.330475,146582148.65388307,0.9764169294374108,0.9785037566037147,0.37349938659930754,,
Azerbaijan,AZE,31,1998,1999,2008,2009,1998-1999,2008-2009,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,dying_product,Dying HS4 products,3,80349172.11461708,8656520.676419215,-71692651.43819785,5249115.22575511,76941766.66395295,60,,60,1339308587.8896303,43689221564.56622,42349912976.676575,42496495125.330475,146582148.65388307,0.00012351877984936036,-0.0016928641973286047,0.5249054361021246,,
Azerbaijan,AZE,31,1998,1999,2008,2009,1998-1999,2008-2009,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,below_threshold_residual,Below-threshold residual,4,17404772.923199475,27450696.811846346,10045923.888646867,23618609.845325828,13572685.956678966,533,,533,1339308587.8896303,43689221564.56622,42349912976.676575,42496495125.330475,146582148.65388307,0.0005557778300462174,0.00023721238563534881,0.09259439898597377,,
Azerbaijan,AZE,31,1999,2000,2004,2005,1999-2000,2004-2005,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,new_product,New HS4 products (persistent entry),1,4726872.122127086,449984162.7838418,445257290.66171473,445419930.05300635,162639.39129164594,83,,83,2286454597.8770046,6093822865.100752,3807368267.2237473,3979640464.06146,172272196.8377121,0.11192466607861074,0.11694621045586089,0.0009440838061922396,,
Azerbaijan,AZE,31,1999,2000,2004,2005,1999-2000,2004-2005,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,continuing_product,Continuing HS4 products,2,2163546732.5011716,5628945584.418251,3465398851.91708,3523707292.1733255,58308440.256246164,96,,96,2286454597.8770046,6093822865.100752,3807368267.2237473,3979640464.06146,172272196.8377121,0.8854335772275198,0.9101822068932606,0.3384669222693854,,
Azerbaijan,AZE,31,1999,2000,2004,2005,1999-2000,2004-2005,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,dying_product,Dying HS4 products,3,82694820.82942364,2226665.155324519,-80468155.67409912,200058.5306406365,80668214.20473975,49,,49,2286454597.8770046,6093822865.100752,3807368267.2237473,3979640464.06146,172272196.8377121,5.027050369179955e-05,-0.021134849593305773,0.4682602049867206,,
Azerbaijan,AZE,31,1999,2000,2004,2005,1999-2000,2004-2005,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,below_threshold_residual,Below-threshold residual,4,35486172.42428205,12666452.743334178,-22819719.680947874,10313183.304486701,33132902.985434573,568,,568,2286454597.8770046,6093822865.100752,3807368267.2237473,3979640464.06146,172272196.8377121,0.0025914861901774624,-0.005993567755815629,0.19232878893770192,,
Azerbaijan,AZE,31,1999,2000,2009,2010,1999-2000,2009-2010,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,new_product,New HS4 products (persistent entry),1,5361018.062604646,741009362.6194489,735648344.5568441,735987312.8960857,338968.33924149786,102,,102,2286454597.877004,24856054974.840782,22569600376.963787,22785160836.933506,215560459.9697261,0.032301168210456095,0.03259465530048558,0.0015724977544077589,,
Azerbaijan,AZE,31,1999,2000,2009,2010,1999-2000,2009-2010,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,continuing_product,Continuing HS4 products,2,2144327740.7072735,23998828969.279182,21854501228.57192,21938430168.95517,83928940.38325523,88,,88,2286454597.877004,24856054974.840782,22569600376.963787,22785160836.933506,215560459.9697261,0.9628385037947228,0.968315825869839,0.3893522049221942,,
Azerbaijan,AZE,31,1999,2000,2009,2010,1999-2000,2009-2010,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,dying_product,Dying HS4 products,3,101913812.62332124,2949284.0876894584,-98964528.5356318,955668.7896804286,99920197.32531221,57,,57,2286454597.877004,24856054974.840782,22569600376.963787,22785160836.933506,215560459.9697261,4.194259573236549e-05,-0.004384859584693505,0.4635367605883996,,
Azerbaijan,AZE,31,1999,2000,2009,2010,1999-2000,2009-2010,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,below_threshold_residual,Below-threshold residual,4,34852026.48380449,113267358.85446575,78415332.37066124,109787686.29257843,31372353.921917144,545,,545,2286454597.877004,24856054974.840782,22569600376.963787,22785160836.933506,215560459.9697261,0.004818385399089155,0.003474378414369169,0.14553853673499845,,
Azerbaijan,AZE,31,2000,2001,2005,2006,2000-2001,2005-2006,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,new_product,New HS4 products (persistent entry),1,7619319.410729162,438114728.8884496,430495409.4777205,430950020.69756216,454611.21984172857,98,,98,3391580243.3755016,7952894746.197274,4561314502.821772,4711359800.886018,150045298.06424534,0.09147041170927292,0.09437968138601331,0.0030298264971094016,,
Azerbaijan,AZE,31,2000,2001,2005,2006,2000-2001,2005-2006,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,continuing_product,Continuing HS4 products,2,3276528436.511777,7450402706.447253,4173874269.935475,4222544203.7718277,48669933.836352736,102,,102,3391580243.3755016,7952894746.197274,4561314502.821772,4711359800.886018,150045298.06424534,0.8962474491924256,0.9150595222831897,0.3243682705439632,,
Azerbaijan,AZE,31,2000,2001,2005,2006,2000-2001,2005-2006,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,dying_product,Dying HS4 products,3,71059410.93073323,27088432.006738584,-43970978.92399463,24190545.879271954,68161524.8032666,47,,47,3391580243.3755016,7952894746.197274,4561314502.821772,4711359800.886018,150045298.06424534,0.005134514641552675,-0.009639979636745682,0.4542729807773228,,
Azerbaijan,AZE,31,2000,2001,2005,2006,2000-2001,2005-2006,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,below_threshold_residual,Below-threshold residual,4,36373076.522260904,37288878.854833364,915802.3325724527,33675030.537356734,32759228.20478429,537,,537,3391580243.3755016,7952894746.197274,4561314502.821772,4711359800.886018,150045298.06424534,0.007147624456748943,0.0002007759675431082,0.2183289221816046,,
Azerbaijan,AZE,31,2000,2001,2010,2011,2000-2001,2010-2011,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,new_product,New HS4 products (persistent entry),1,7345647.390835604,1314102235.7509181,1306756588.360083,1307587023.8664675,830435.5063844362,107,,107,3391580243.3755007,32481111593.363724,29089531349.988216,29295108383.41712,205577033.42890215,0.04463499526107383,0.04492188521836095,0.004039534438907245,,
Azerbaijan,AZE,31,2000,2001,2010,2011,2000-2001,2010-2011,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,continuing_product,Continuing HS4 products,2,3221322726.7408953,31148133081.455307,27926810354.71441,27974955604.686577,48145249.97216477,95,,95,3391580243.3755007,32481111593.363724,29089531349.988216,29295108383.41712,205577033.42890215,0.9549360677744467,0.9600295727942596,0.23419566460869073,,
Azerbaijan,AZE,31,2000,2001,2010,2011,2000-2001,2010-2011,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,dying_product,Dying HS4 products,3,126265120.70161568,4558667.993518611,-121706452.70809706,788095.3267123313,122494548.03480937,54,,54,3391580243.3755007,32481111593.363724,29089531349.988216,29295108383.41712,205577033.42890215,2.6901942686050716e-05,-0.004183857458678046,0.5958571635735445,,
Azerbaijan,AZE,31,2000,2001,2010,2011,2000-2001,2010-2011,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,below_threshold_residual,Below-threshold residual,4,36646748.54215447,14317608.163981408,-22329140.37817305,11777659.537370503,34106799.915543556,519,,519,3391580243.3755007,32481111593.363724,29089531349.988216,29295108383.41712,205577033.42890215,0.0004020350217935156,-0.0007676005539423066,0.16590763737885747,,
Azerbaijan,AZE,31,2001,2002,2006,2007,2001-2002,2006-2007,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,new_product,New HS4 products (persistent entry),1,15578268.595460426,453401906.63838524,437823638.0429248,439885198.38818395,2061560.3452591393,101,,101,3667320350.869456,8979015870.91378,5311695520.044324,5409098801.858134,97403281.81381056,0.08132319532360446,0.0824263432251989,0.021165204158109137,,
Azerbaijan,AZE,31,2001,2002,2006,2007,2001-2002,2006-2007,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,continuing_product,Continuing HS4 products,2,3592492109.8231454,8471618083.929393,4879125974.10625,4920146478.146187,41020504.03993726,113,,113,3667320350.869456,8979015870.91378,5311695520.044324,5409098801.858134,97403281.81381056,0.9096055846596881,0.9185628121367799,0.42114088227898977,,
Azerbaijan,AZE,31,2001,2002,2006,2007,2001-2002,2006-2007,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,dying_product,Dying HS4 products,3,45309595.79143579,1878160.1589000672,-43431435.63253573,321442.49563525175,43752878.12817099,39,,39,3667320350.869456,8979015870.91378,5311695520.044324,5409098801.858134,97403281.81381056,5.942625701805073e-05,-0.008176567250257845,0.4491930591394856,,
Azerbaijan,AZE,31,2001,2002,2006,2007,2001-2002,2006-2007,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,below_threshold_residual,Below-threshold residual,4,13940376.659414966,52117720.18709953,38177343.52768457,48745682.82812777,10568339.300443187,523,,523,3667320350.869456,8979015870.91378,5311695520.044324,5409098801.858134,97403281.81381056,0.009011793759689257,0.007187411888278942,0.10850085442341564,,
Azerbaijan,AZE,31,2001,2002,2011,2012,2001-2002,2011-2012,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,new_product,New HS4 products (persistent entry),1,17418544.702200178,782493873.4337221,765075328.7315221,768744591.9939047,3669263.2623827024,108,,108,3667320350.8694553,33604282066.44241,29936961715.572952,30076924493.428898,139962777.8559462,0.025559281906029234,0.025556211615607484,0.026215993413328902,,
Azerbaijan,AZE,31,2001,2002,2011,2012,2001-2002,2011-2012,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,continuing_product,Continuing HS4 products,2,3532500928.68283,32779025802.194202,29246524873.51137,29293437957.594795,46913084.08341784,92,,92,3667320350.8694553,33604282066.44241,29936961715.572952,30076924493.428898,139962777.8559462,0.9739505767617538,0.976936976817443,0.3351825735532497,,
Azerbaijan,AZE,31,2001,2002,2011,2012,2001-2002,2011-2012,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,dying_product,Dying HS4 products,3,105300776.93174991,30497234.262379795,-74803542.6693701,5211410.142604844,80014952.81197494,60,,60,3667320350.8694553,33604282066.44241,29936961715.572952,30076924493.428898,139962777.8559462,0.0001732693827702834,-0.0024987018849831357,0.5716873731552304,,
Azerbaijan,AZE,31,2001,2002,2011,2012,2001-2002,2011-2012,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,below_threshold_residual,Below-threshold residual,4,12100100.552675216,12265156.552101096,165055.99942588154,9530533.697596602,9365477.69817072,498,,498,3667320350.8694553,33604282066.44241,29936961715.572952,30076924493.428898,139962777.8559462,0.00031687194944678604,5.51345193256605e-06,0.06691405987819092,,
Azerbaijan,AZE,31,2002,2003,2007,2008,2002-2003,2007-2008,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,new_product,New HS4 products (persistent entry),1,25164288.611995928,427335496.5368017,402171207.92480576,402171207.92480576,0.0,98,,98,3829740696.8885603,37781254644.05489,33951513947.166336,34038270762.10466,86756814.93833321,0.011815265550227341,0.011845457276239424,0.0,,
Azerbaijan,AZE,31,2002,2003,2007,2008,2002-2003,2007-2008,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,continuing_product,Continuing HS4 products,2,3762874972.309971,37267740179.390045,33504865207.08007,33553952632.618572,49087425.53850557,119,,119,3829740696.8885603,37781254644.05489,33951513947.166336,34038270762.10466,86756814.93833321,0.9857713650358148,0.9868445118299786,0.5658048370424494,,
Azerbaijan,AZE,31,2002,2003,2007,2008,2002-2003,2007-2008,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,dying_product,Dying HS4 products,3,32248676.07596612,1085203.226887831,-31163472.849078286,4102.044998624711,31167574.89407691,36,,36,3829740696.8885603,37781254644.05489,33951513947.166336,34038270762.10466,86756814.93833321,1.2051273189799002e-07,-0.0009178816855582152,0.35925217997261466,,
Azerbaijan,AZE,31,2002,2003,2007,2008,2002-2003,2007-2008,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,below_threshold_residual,Below-threshold residual,4,9452759.89062754,85093764.9011632,75641005.01053566,82142819.51628634,6501814.505750724,488,,488,3829740696.8885603,37781254644.05489,33951513947.166336,34038270762.10466,86756814.93833321,0.002413248901226123,0.0022279125793401864,0.07494298298493574,,
Azerbaijan,AZE,31,2002,2003,2012,2013,2002-2003,2012-2013,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,new_product,New HS4 products (persistent entry),1,24360966.18230028,624053102.0230635,599692135.8407631,600944984.3778865,1252848.537123439,98,,98,3829740696.888561,31266539664.501102,27436798967.61254,27588886642.74548,152087675.1329432,0.02178213974922781,0.02185721944271498,0.008237673013466056,,
Azerbaijan,AZE,31,2002,2003,2012,2013,2002-2003,2012-2013,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,continuing_product,Continuing HS4 products,2,3673091299.4719114,30555818794.612465,26882727495.140553,26938808299.355103,56080804.21455206,97,,97,3829740696.888561,31266539664.501102,27436798967.61254,27588886642.74548,152087675.1329432,0.9764369489857135,0.9798055351454797,0.3687399663748597,,
Azerbaijan,AZE,31,2002,2003,2012,2013,2002-2003,2012-2013,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,dying_product,Dying HS4 products,3,122032348.91402555,36712625.9346889,-85319722.97933663,1303394.2584023676,86623117.23773901,58,,58,3829740696.888561,31266539664.501102,27436798967.61254,27588886642.74548,152087675.1329432,4.724345260032797e-05,-0.003109682112700222,0.5695604010122439,,
Azerbaijan,AZE,31,2002,2003,2012,2013,2002-2003,2012-2013,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,below_threshold_residual,Below-threshold residual,4,10256082.320323192,49955141.93087802,39699059.61055483,47829964.75408353,8130905.143528704,479,,479,3829740696.888561,31266539664.501102,27436798967.61254,27588886642.74548,152087675.1329432,0.0017336678124581174,0.0014469275245052142,0.05346195959943039,,
Azerbaijan,AZE,31,2003,2004,2008,2009,2003-2004,2008-2009,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,new_product,New HS4 products (persistent entry),1,114532427.68822265,413602679.18886787,299070251.50064516,299311531.7045814,241280.20393622885,76,,76,4880871177.91974,43689221564.56623,38808350386.646484,38955176318.756165,146825932.10967377,0.007683485482273858,0.007706337644373358,0.0016433078303633795,,
Azerbaijan,AZE,31,2003,2004,2008,2009,2003-2004,2008-2009,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,continuing_product,Continuing HS4 products,2,4731850882.289453,43239511667.8891,38507660785.59964,38626437604.00725,118776818.40761924,116,,116,4880871177.91974,43689221564.56623,38808350386.646484,38955176318.756165,146825932.10967377,0.9915611031494515,0.9922519355228686,0.8089634896300005,,
Azerbaijan,AZE,31,2003,2004,2008,2009,2003-2004,2008-2009,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,dying_product,Dying HS4 products,3,20203552.717806805,8455238.485809177,-11748314.231997628,4860118.308244806,16608432.540242434,40,,40,4880871177.91974,43689221564.56623,38808350386.646484,38955176318.756165,146825932.10967377,0.00012476181004743015,-0.00030272645229569175,0.11311647950470032,,
Azerbaijan,AZE,31,2003,2004,2008,2009,2003-2004,2008-2009,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,below_threshold_residual,Below-threshold residual,4,14284315.224257316,27651979.00245638,13367663.778199058,24567064.736074932,11199400.95787587,522,,522,4880871177.91974,43689221564.56623,38808350386.646484,38955176318.756165,146825932.10967377,0.0006306495582269092,0.000344453285053794,0.07627672303493578,,
Azerbaijan,AZE,31,2003,2004,2013,2014,2003-2004,2013-2014,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,new_product,New HS4 products (persistent entry),1,109687924.00954503,524901558.3019236,415213634.2923787,491231603.3612415,76017969.06886283,87,,87,4880871177.91974,29356790766.30221,24475919588.382477,24773799596.172356,297880007.7898765,0.019828674299809005,0.016964168916842673,0.25519661300158697,,
Azerbaijan,AZE,31,2003,2004,2013,2014,2003-2004,2013-2014,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,continuing_product,Continuing HS4 products,2,4612372775.056416,28800676385.849274,24188303610.792854,24256471719.558796,68168108.76593977,107,,107,4880871177.91974,29356790766.30221,24475919588.382477,24773799596.172356,297880007.7898765,0.9791179437532267,0.9882490226137963,0.22884418887898414,,
Azerbaijan,AZE,31,2003,2004,2013,2014,2003-2004,2013-2014,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,dying_product,Dying HS4 products,3,139681659.9508442,9841397.196144486,-129840262.7546997,6912277.914477561,136752540.66917726,49,,49,4880871177.91974,29356790766.30221,24475919588.382477,24773799596.172356,297880007.7898765,0.0002790156547300695,-0.005304816527356485,0.4590859980292535,,
Azerbaijan,AZE,31,2003,2004,2013,2014,2003-2004,2013-2014,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,product,below_threshold_residual,Below-threshold residual,4,19128818.902934942,21371424.9548777,2242606.0519427606,19183995.33783941,16941389.28589665,524,,524,4880871177.91974,29356790766.30221,24475919588.382477,24773799596.172356,297880007.7898765,0.0007743662922341314,9.162499671747639e-05,0.056873200090175394,,
