country,iso3,reporter_code,base_year,base_year_2,future_year,future_year_2,base_window,future_window,horizon,product_level,active_threshold_usd_2024,persistence_rule,channel_type,channel,channel_label,channel_order,base_value_2024_usd,future_value_2024_usd,net_contribution_2024_usd,positive_expansion_2024_usd,contraction_2024_usd,product_count,partner_count,cell_count,total_base_exports_2024_usd,total_future_exports_2024_usd,total_net_growth_2024_usd,total_positive_expansion_2024_usd,total_contraction_2024_usd,positive_expansion_share,net_growth_share,contraction_share,within_continuing_positive_expansion_share,within_continuing_net_growth_share
Azerbaijan,AZE,31,1997,1998,2002,2003,1997-1998,2002-2003,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,lost_product_partner,Lost product-specific partners for continuing LT/HGL HS1992 products,3,101113066.57084939,10219135.84108486,-90893930.72976452,0.0,90893930.72976452,34,18,54,488128903.8300184,2969951623.545467,2601427391.008056,3095055405.4457583,275080348.3375828,0.0,-0.034940022175496126,0.33042684175395215,0.0,-0.0366238611677251
Azerbaijan,AZE,31,1997,1998,2002,2003,1997-1998,2002-2003,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,below_threshold_partner_residual,Below-threshold product-partner residual,4,112144352.52636923,138781136.19063926,26636783.664270043,122240799.1556107,95604015.4913407,75,76,466,488128903.8300184,2969951623.545467,2601427391.008056,3095055405.4457583,275080348.3375828,0.03949551240359952,0.010239295456156575,0.34754941990263144,0.04433989739143751,0.010732750350244218
Azerbaijan,AZE,31,1997,1998,2007,2008,1997-1998,2007-2008,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,same_product_partner,Same product-specific partners,1,135477906.02979508,546746942.1460661,411269036.1162709,460253997.97720754,48984961.86093659,41,16,59,463635379.87495524,34132406706.485493,36552941338.17438,37055086576.31197,212438371.46981186,0.012420804820664808,0.011251325366989237,0.23058434087034743,0.013584343713774918,0.012215148338104612
Azerbaijan,AZE,31,1997,1998,2007,2008,1997-1998,2007-2008,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,new_product_partner,New product-specific partners for continuing LT/HGL HS1992 products,2,86441441.93778065,29582957990.21635,29496516548.278572,29500651042.00583,4134493.727256736,45,38,104,463635379.87495524,34132406706.485493,36552941338.17438,37055086576.31197,212438371.46981186,0.7961295942799003,0.8069532975578529,0.019462085397525558,0.870708316051575,0.8760793871015314
Azerbaijan,AZE,31,1997,1998,2007,2008,1997-1998,2007-2008,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,lost_product_partner,Lost product-specific partners for continuing LT/HGL HS1992 products,3,132250879.9249306,74302820.7224976,-57948059.20243302,34327397.49524391,92275456.69767693,41,20,63,463635379.87495524,34132406706.485493,36552941338.17438,37055086576.31197,212438371.46981186,0.0009263882685727745,-0.0015853186386922704,0.434363415889721,0.001013169181417653,-0.001721121885924986
Azerbaijan,AZE,31,1997,1998,2007,2008,1997-1998,2007-2008,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,below_threshold_partner_residual,Below-threshold product-partner residual,4,109465151.98244894,3928398953.400577,3818933801.418128,3885977260.60207,67043459.18394162,70,82,479,463635379.87495524,34132406706.485493,36552941338.17438,37055086576.31197,212438371.46981186,0.1048702788104195,0.10447678522192663,0.31559015784240607,0.11469417105323258,0.11342658644628906
Azerbaijan,AZE,31,1998,1999,2003,2004,1998-1999,2003-2004,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,same_product_partner,Same product-specific partners,1,493467064.9530909,2857495533.9911094,2364028469.0380177,2442365877.1390557,78337408.10103805,43,19,68,777964269.3527555,3934464248.4310503,3541562590.0301094,4156506384.4932685,239886992.5188763,0.5876006557456092,0.667510006936774,0.3265596324272306,0.7191070680590083,0.7489398019030937
Azerbaijan,AZE,31,1998,1999,2003,2004,1998-1999,2003-2004,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,new_product_partner,New product-specific partners for continuing LT/HGL HS1992 products,2,79111157.87010461,750463097.8775238,671351940.007419,673115474.3161038,1763534.3086848205,51,50,126,777964269.3527555,3934464248.4310503,3541562590.0301094,4156506384.4932685,239886992.5188763,0.16194260565250287,0.18956376541172787,0.007351521189903829,0.19818574265687025,0.21268871992942487
Azerbaijan,AZE,31,1998,1999,2003,2004,1998-1999,2003-2004,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,lost_product_partner,Lost product-specific partners for continuing LT/HGL HS1992 products,3,126651265.52065691,56266411.41580119,-70384854.10485575,19371774.29612445,89756628.4009802,37,25,61,777964269.3527555,3934464248.4310503,3541562590.0301094,4156506384.4932685,239886992.5188763,0.004660590530642507,-0.01987395459365787,0.3741621313373938,0.005703641681034585,-0.022298385734635193
Azerbaijan,AZE,31,1998,1999,2003,2004,1998-1999,2003-2004,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,below_threshold_partner_residual,Below-threshold product-partner residual,4,78734781.008903,270239205.14661634,191504424.13771337,261533845.84588656,70029421.7081732,82,111,735,777964269.3527555,3934464248.4310503,3541562590.0301094,4156506384.4932685,239886992.5188763,0.0629215551843236,0.054073426423923585,0.2919267150454717,0.0770035476030868,0.06066986390211638
Azerbaijan,AZE,31,1998,1999,2008,2009,1998-1999,2008-2009,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,same_product_partner,Same product-specific partners,1,500080157.1762626,25801373727.335323,25301293570.159058,25350259370.906277,48965800.74721546,34,18,54,761933762.9127599,40736179864.337524,42349912976.67658,42959475208.000595,193802425.68603456,0.5900970449048956,0.5974343697965393,0.25265834818054056,0.6311050773053243,0.6329398559753519
Azerbaijan,AZE,31,1998,1999,2008,2009,1998-1999,2008-2009,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,new_product_partner,New product-specific partners for continuing LT/HGL HS1992 products,2,105048467.84136261,13006387941.421225,12901339473.57986,12902310090.378078,970616.7982172389,47,49,132,761933762.9127599,40736179864.337524,42349912976.67658,42959475208.000595,193802425.68603456,0.30033677152497446,0.3046367410644983,0.0050082799262258235,0.32120828776807187,0.3227412829962047
Azerbaijan,AZE,31,1998,1999,2008,2009,1998-1999,2008-2009,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,lost_product_partner,Lost product-specific partners for continuing LT/HGL HS1992 products,3,108816382.65101963,12100626.896524848,-96715755.75449479,4551935.304405896,101267691.05890068,34,25,58,761933762.9127599,40736179864.337524,42349912976.67658,42959475208.000595,193802425.68603456,0.00010595882008256382,-0.00228372974007666,0.5225305653447146,0.00011332229150573841,-0.002419451651673492
Azerbaijan,AZE,31,1998,1999,2008,2009,1998-1999,2008-2009,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,below_threshold_partner_residual,Below-threshold product-partner residual,4,47988755.24411509,1916317568.6844497,1868328813.4403343,1910927130.5220354,42598317.08170119,64,109,772,761933762.9127599,40736179864.337524,42349912976.67658,42959475208.000595,193802425.68603456,0.04448208739212327,0.04411647349710686,0.21980280654851903,0.04757331263509815,0.0467383126801169
Azerbaijan,AZE,31,1999,2000,2004,2005,1999-2000,2004-2005,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,same_product_partner,Same product-specific partners,1,1468996330.8361843,3870994852.816165,2401998521.97998,2491239424.9004307,89240902.92044987,51,28,101,1907512781.1838357,5490400524.505699,3807368267.2237477,4219537738.4964905,334974966.0805501,0.5904057693741854,0.6308815836539675,0.2664106633538414,0.6358669534084862,0.6704085346958076
Azerbaijan,AZE,31,1999,2000,2004,2005,1999-2000,2004-2005,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,new_product_partner,New product-specific partners for continuing LT/HGL HS1992 products,2,169928020.00262296,1235450498.613264,1065522478.6106412,1074362903.1303177,8840424.519676553,50,48,136,1907512781.1838357,5490400524.505699,3807368267.2237477,4219537738.4964905,334974966.0805501,0.25461625649854613,0.279858002648007,0.02639129909651437,0.2742216822840606,0.2973920912249249
Azerbaijan,AZE,31,1999,2000,2004,2005,1999-2000,2004-2005,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,lost_product_partner,Lost product-specific partners for continuing LT/HGL HS1992 products,3,137736746.80592844,5160734.1655659815,-132576012.64036249,789304.8331572743,133365317.47351977,45,30,70,1907512781.1838357,5490400524.505699,3807368267.2237477,4219537738.4964905,334974966.0805501,0.00018705955061288778,-0.03482090602626,0.39813517718649444,0.00020146311693440265,-0.03700255830997513
Azerbaijan,AZE,31,1999,2000,2004,2005,1999-2000,2004-2005,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,below_threshold_partner_residual,Below-threshold product-partner residual,4,130851683.53909987,378794438.91070527,247942755.37160534,351471076.5385092,103528321.16690387,78,109,850,1907512781.1838357,5490400524.505699,3807368267.2237477,4219537738.4964905,334974966.0805501,0.08329610927090456,0.06512182115558786,0.3090628603631497,0.08970990119051887,0.06920193238924251
Azerbaijan,AZE,31,1999,2000,2009,2010,1999-2000,2009-2010,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,same_product_partner,Same product-specific partners,1,1409616863.429796,12520370844.568058,11110753981.138264,11174301794.328772,63547813.19050886,39,25,83,1879322591.869901,23680239294.597996,22569600376.963776,23027257860.886986,334938679.87185615,0.4852641101183356,0.49228846747675387,0.18972969384969676,0.5048055112933387,0.5096461828941304
Azerbaijan,AZE,31,1999,2000,2009,2010,1999-2000,2009-2010,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,new_product_partner,New product-specific partners for continuing LT/HGL HS1992 products,2,185560002.40703365,10083764043.130861,9898204040.723827,9917096903.884497,18892863.160668015,43,52,154,1879322591.869901,23680239294.597996,22569600376.963776,23027257860.886986,334938679.87185615,0.4306677314249045,0.43856354899516414,0.05640693146547367,0.448010557192197,0.45402696481497956
Azerbaijan,AZE,31,1999,2000,2009,2010,1999-2000,2009-2010,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,lost_product_partner,Lost product-specific partners for continuing LT/HGL HS1992 products,3,176511975.45777363,28566455.547786184,-147945519.90998742,17591188.468422562,165536708.37840998,33,34,65,1879322591.869901,23680239294.597996,22569600376.963776,23027257860.886986,334938679.87185615,0.0007639289304308406,-0.006555079285364383,0.49422989438467513,0.0007946920579473177,-0.006786206375050001
Azerbaijan,AZE,31,1999,2000,2009,2010,1999-2000,2009-2010,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,below_threshold_partner_residual,Below-threshold product-partner residual,4,107633750.57529773,1047537951.3512895,939904200.7759917,1026865495.9182612,86961295.14226936,67,120,862,1879322591.869901,23680239294.597996,22569600376.963776,23027257860.886986,334938679.87185615,0.04459347709231356,0.04164469840304874,0.2596334803001546,0.046389239456517066,0.043113058665940195
Azerbaijan,AZE,31,2000,2001,2005,2006,2000-2001,2005-2006,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,same_product_partner,Same product-specific partners,1,2721245140.6123796,5897053299.390629,3175808158.778249,3243228695.727638,67420536.9493881,58,29,133,3245290781.952994,7352099091.850685,4561314502.821772,4735641840.8745165,430415648.70093334,0.6848551484055476,0.6962484513649727,0.15664053375585807,0.7148046306114776,0.7733032367554948
Azerbaijan,AZE,31,2000,2001,2005,2006,2000-2001,2005-2006,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,new_product_partner,New product-specific partners for continuing LT/HGL HS1992 products,2,122941466.97291301,1039522881.7245471,916581414.7516342,919667240.9597529,3085826.208118701,59,46,152,3245290781.952994,7352099091.850685,4561314502.821772,4735641840.8745165,430415648.70093334,0.19420118156357888,0.20094676966137906,0.007169409888864967,0.20269381660494504,0.22318582840660217
Azerbaijan,AZE,31,2000,2001,2005,2006,2000-2001,2005-2006,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,lost_product_partner,Lost product-specific partners for continuing LT/HGL HS1992 products,3,305523255.7258277,29139365.767564178,-276383889.9582635,7988096.607686327,284371986.5659498,47,31,92,3245290781.952994,7352099091.850685,4561314502.821772,4735641840.8745165,430415648.70093334,0.0016868033681810678,-0.06059303514091909,0.6606915604119696,0.0017605691675298173,-0.06729895069418244
Azerbaijan,AZE,31,2000,2001,2005,2006,2000-2001,2005-2006,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,below_threshold_partner_residual,Below-threshold product-partner residual,4,95580918.6418734,386383544.96794605,290802626.3260727,366339925.3035494,75537298.97747669,89,109,880,3245290781.952994,7352099091.850685,4561314502.821772,4735641840.8745165,430415648.70093334,0.07735803036065297,0.063754127488068,0.1754984959433072,0.08074098361604738,0.0708098855320854
Azerbaijan,AZE,31,2000,2001,2010,2011,2000-2001,2010-2011,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,same_product_partner,Same product-specific partners,1,2655076602.2152314,18406771919.49091,15751695317.275675,15959891109.129154,208195791.85347724,40,25,103,3177160270.917083,30799829569.784588,29089531349.98822,29326821652.26831,493060672.2157921,0.5442080051622206,0.5414901714214813,0.4222518720015832,0.5676498929796138,0.5702452267319971
Azerbaijan,AZE,31,2000,2001,2010,2011,2000-2001,2010-2011,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,new_product_partner,New product-specific partners for continuing LT/HGL HS1992 products,2,142907361.2248907,9832279858.725504,9689372497.500612,9694318175.746384,4945678.245772625,44,50,142,3177160270.917083,30799829569.784588,29089531349.98822,29326821652.26831,493060672.2157921,0.3305615006867465,0.3330879545952031,0.010030567279979913,0.3448005150752578,0.3507761104716214
Azerbaijan,AZE,31,2000,2001,2010,2011,2000-2001,2010-2011,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,lost_product_partner,Lost product-specific partners for continuing LT/HGL HS1992 products,3,315708686.3930884,182991995.28995925,-132716691.10312913,107065475.35986753,239782166.4629967,30,34,80,3177160270.917083,30799829569.784588,29089531349.98822,29326821652.26831,493060672.2157921,0.003650769818473883,-0.004562352328965343,0.4863137134532077,0.0038080275870476465,-0.0048046294754204065
Azerbaijan,AZE,31,2000,2001,2010,2011,2000-2001,2010-2011,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,below_threshold_partner_residual,Below-threshold product-partner residual,4,63467621.08387272,2377785796.278219,2314318175.1943464,2354455210.847892,40137035.653545655,63,125,783,3177160270.917083,30799829569.784588,29089531349.98822,29326821652.26831,493060672.2157921,0.08028334058033815,0.07955845514834269,0.08140384726522935,0.08374156435808075,0.08378329227180194
Azerbaijan,AZE,31,2001,2002,2006,2007,2001-2002,2006-2007,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,same_product_partner,Same product-specific partners,1,3084605534.395041,6171238421.062002,3086632886.6669607,3261801461.4648576,175168574.79789737,62,30,140,3566214575.9679117,8360975029.931198,5311695520.044322,5430259987.344358,467057945.54416436,0.600671324958057,0.5811012463005796,0.37504677196704206,0.619900044777332,0.6437512189197252
Azerbaijan,AZE,31,2001,2002,2006,2007,2001-2002,2006-2007,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,new_product_partner,New product-specific partners for continuing LT/HGL HS1992 products,2,88448224.43520845,1369027295.0068657,1280579070.5716572,1283439598.280634,2860527.7089768318,63,39,136,3566214575.9679117,8360975029.931198,5311695520.044322,5430259987.344358,467057945.54416436,0.23634956728992523,0.2410866861135466,0.006124567061254168,0.243915601192313,0.26707884217931
Azerbaijan,AZE,31,2001,2002,2006,2007,2001-2002,2006-2007,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,lost_product_partner,Lost product-specific partners for continuing LT/HGL HS1992 products,3,192937851.41445115,186421745.91499928,-6516105.499451879,92151302.24663094,98667407.74608281,40,34,105,3566214575.9679117,8360975029.931198,5311695520.044322,5430259987.344358,467057945.54416436,0.016969961375955606,-0.0012267468033253359,0.21125303334926984,0.017513204609124682,-0.0013590054314529419
Azerbaijan,AZE,31,2001,2002,2006,2007,2001-2002,2006-2007,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,below_threshold_partner_residual,Below-threshold product-partner residual,4,200222965.72321054,634287567.9473312,434064602.22412056,624426037.5153278,190361435.29120725,91,121,1005,3566214575.9679117,8360975029.931198,5311695520.044322,5430259987.344358,467057945.54416436,0.11499008131665907,0.08171865284561691,0.4075756276224337,0.11867114942123036,0.09052894433241777
Azerbaijan,AZE,31,2001,2002,2011,2012,2001-2002,2011-2012,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,same_product_partner,Same product-specific partners,1,3095947456.8146772,18955025362.501255,15859077905.686579,16072070388.233809,212992482.54722938,45,28,130,3500160585.5251284,31669273440.639797,29936961715.572952,30108471771.907883,449079568.46443844,0.5338055850190822,0.5297490792940694,0.47428673559014467,0.561603267961526,0.5629952915896337
Azerbaijan,AZE,31,2001,2002,2011,2012,2001-2002,2011-2012,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,new_product_partner,New product-specific partners for continuing LT/HGL HS1992 products,2,99044153.39990117,10225365396.563124,10126321243.163227,10139284388.662102,12963145.498873975,44,49,126,3500160585.5251284,31669273440.639797,29936961715.572952,30108471771.907883,449079568.46443844,0.33675851984365285,0.3382548081990432,0.02886603267924111,0.3542950665293641,0.35948314365621176
Azerbaijan,AZE,31,2001,2002,2011,2012,2001-2002,2011-2012,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,lost_product_partner,Lost product-specific partners for continuing LT/HGL HS1992 products,3,123683398.8349458,68404139.85880628,-55279258.97613954,34451283.79242321,89730542.76856273,31,32,89,3500160585.5251284,31669273440.639797,29936961715.572952,30108471771.907883,449079568.46443844,0.0011442388724813095,-0.0018465220185448457,0.19980989799955304,0.0012038245911030394,-0.0019624068127549314
Azerbaijan,AZE,31,2001,2002,2011,2012,2001-2002,2011-2012,10,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,below_threshold_partner_residual,Below-threshold product-partner residual,4,181485576.4756042,2420478541.716607,2238992965.2410026,2372386362.890775,133393397.64977236,67,126,866,3500160585.5251284,31669273440.639797,29936961715.572952,30108471771.907883,449079568.46443844,0.07879464560218176,0.07479025381778463,0.2970373337310612,0.08289784091800706,0.07948397156690963
Azerbaijan,AZE,31,2002,2003,2007,2008,2002-2003,2007-2008,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,same_product_partner,Same product-specific partners,1,3357649018.7865157,27464784516.790394,24107135498.00388,24168858192.605827,61722694.60194808,72,29,158,3716705947.65765,37077240448.74771,33951513947.166332,34064044768.609844,201980647.78124312,0.7095122836051909,0.710045965417572,0.30558717025602067,0.7201146304262782,0.722624378132076
Azerbaijan,AZE,31,2002,2003,2007,2008,2002-2003,2007-2008,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,new_product_partner,New product-specific partners for continuing LT/HGL HS1992 products,2,34081564.84682002,5302964999.9074545,5268883435.060635,5269079022.50433,195587.44369527168,57,42,126,3716705947.65765,37077240448.74771,33951513947.166332,34064044768.609844,201980647.78124312,0.15468154349538102,0.1551884679799496,0.0009683474424099499,0.15699297264023807,0.15793762042057424
Azerbaijan,AZE,31,2002,2003,2007,2008,2002-2003,2007-2008,5,hs6_harmonized_family,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,partner_spread_continuing_hs6_harmonized,lost_product_partner,Lost product-specific partners for continuing LT/HGL HS1992 products,3,151727067.23133886,292685641.96783245,140958574.73649365,196580306.1665199,55621731.430026256,42,37,90,3716705947.65765,37077240448.74771,33951513947.166332,34064044768.609844,201980647.78124312,0.0057709032354158205,0.004151761095421147,0.27538148847937083,0.005857138694599019,0.004225309241729558
