sample_window,variant,variant_label,year,outcome,outcome_label,size_variable,size_label,spearman_size_outcome,n_countries
all_available,baseline,Inclusive world export basket,2002,world_share_exposure,World-share percentile exposure,log_population,Population,0.17710596756416308,145
all_available,baseline,Inclusive world export basket,2002,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.8038773421508424,145
all_available,baseline,Inclusive world export basket,2002,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.38194378837978266,145
all_available,baseline,Inclusive world export basket,2002,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.543180377820213,145
all_available,baseline,Inclusive world export basket,2002,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.3033471238691581,145
all_available,baseline,Inclusive world export basket,2002,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.3130491261218705,145
all_available,baseline,Inclusive world export basket,2002,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.22412218548260113,145
all_available,baseline,Inclusive world export basket,2002,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.26479294599275705,145
all_available,baseline,Inclusive world export basket,2002,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.12153597858604943,145
all_available,baseline,Inclusive world export basket,2002,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.3103920642418516,145
all_available,baseline,Inclusive world export basket,2002,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.13445126751692646,145
all_available,baseline,Inclusive world export basket,2003,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.43471645868577796,148
all_available,baseline,Inclusive world export basket,2003,world_share_exposure,World-share percentile exposure,log_population,Population,0.21563502963311212,148
all_available,baseline,Inclusive world export basket,2003,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7823659846670394,148
all_available,baseline,Inclusive world export basket,2003,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.33041752888349246,148
all_available,baseline,Inclusive world export basket,2003,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.5378624100489958,148
all_available,baseline,Inclusive world export basket,2003,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.30680472058728886,148
all_available,baseline,Inclusive world export basket,2003,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.3872220391875234,148
all_available,baseline,Inclusive world export basket,2003,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.2744755438906925,148
all_available,baseline,Inclusive world export basket,2003,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.3059891832662686,148
all_available,baseline,Inclusive world export basket,2003,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.17488533595916148,148
all_available,baseline,Inclusive world export basket,2003,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.3394092627074411,148
all_available,baseline,Inclusive world export basket,2003,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.1753628714319031,148
all_available,baseline,Inclusive world export basket,2004,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.4177515508239579,147
all_available,baseline,Inclusive world export basket,2004,world_share_exposure,World-share percentile exposure,log_population,Population,0.19709253564439475,147
all_available,baseline,Inclusive world export basket,2004,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7956576929179668,147
all_available,baseline,Inclusive world export basket,2004,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3496097439345972,147
all_available,baseline,Inclusive world export basket,2004,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.5041145986320605,147
all_available,baseline,Inclusive world export basket,2004,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.25935996811469164,147
all_available,baseline,Inclusive world export basket,2004,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.35294184315710736,147
all_available,baseline,Inclusive world export basket,2004,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.24828672676030797,147
all_available,baseline,Inclusive world export basket,2004,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.34894483524620507,147
all_available,baseline,Inclusive world export basket,2004,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.1918677133941322,147
all_available,baseline,Inclusive world export basket,2004,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.30705180998723075,147
all_available,baseline,Inclusive world export basket,2004,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.14836152898775207,147
all_available,baseline,Inclusive world export basket,2005,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.4203265009976419,149
all_available,baseline,Inclusive world export basket,2005,world_share_exposure,World-share percentile exposure,log_population,Population,0.2059967349900236,149
all_available,baseline,Inclusive world export basket,2005,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.755392708144386,149
all_available,baseline,Inclusive world export basket,2005,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3309994558316707,149
all_available,baseline,Inclusive world export basket,2005,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.45087289213957604,149
all_available,baseline,Inclusive world export basket,2005,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.2553167561371956,149
all_available,baseline,Inclusive world export basket,2005,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.3607291855614003,149
all_available,baseline,Inclusive world export basket,2005,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.23793216034826772,149
all_available,baseline,Inclusive world export basket,2005,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.29172501360420827,149
all_available,baseline,Inclusive world export basket,2005,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.15918374750589515,149
all_available,baseline,Inclusive world export basket,2005,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.30243061853800113,149
all_available,baseline,Inclusive world export basket,2005,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.16443315799020497,149
all_available,baseline,Inclusive world export basket,2006,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.40886994376927266,149
all_available,baseline,Inclusive world export basket,2006,world_share_exposure,World-share percentile exposure,log_population,Population,0.1973553419191003,149
all_available,baseline,Inclusive world export basket,2006,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7468964266279703,149
all_available,baseline,Inclusive world export basket,2006,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.30336296027571197,149
all_available,baseline,Inclusive world export basket,2006,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.39794304371485584,149
all_available,baseline,Inclusive world export basket,2006,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.2224342463268638,149
all_available,baseline,Inclusive world export basket,2006,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.27606022129512064,149
all_available,baseline,Inclusive world export basket,2006,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.19163069109377837,149
all_available,baseline,Inclusive world export basket,2006,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.2800725557772538,149
all_available,baseline,Inclusive world export basket,2006,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.15795392708144387,149
all_available,baseline,Inclusive world export basket,2006,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.2916778523489933,149
all_available,baseline,Inclusive world export basket,2006,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.14325049882096863,149
all_available,baseline,Inclusive world export basket,2007,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.4145121276115883,152
all_available,baseline,Inclusive world export basket,2007,world_share_exposure,World-share percentile exposure,log_population,Population,0.17121153097000386,152
all_available,baseline,Inclusive world export basket,2007,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7449169280817938,152
all_available,baseline,Inclusive world export basket,2007,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3006718197910046,152
all_available,baseline,Inclusive world export basket,2007,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.3865539900992029,152
all_available,baseline,Inclusive world export basket,2007,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.1732214313306108,152
all_available,baseline,Inclusive world export basket,2007,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.3832345765074939,152
all_available,baseline,Inclusive world export basket,2007,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.22722271201962835,152
all_available,baseline,Inclusive world export basket,2007,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.2869859690129102,152
all_available,baseline,Inclusive world export basket,2007,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.1401150909998018,152
all_available,baseline,Inclusive world export basket,2007,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.32124672803942067,152
all_available,baseline,Inclusive world export basket,2007,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.10442252885817972,152
all_available,baseline,Inclusive world export basket,2008,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.46131777579524463,148
all_available,baseline,Inclusive world export basket,2008,world_share_exposure,World-share percentile exposure,log_population,Population,0.20338568948348434,148
all_available,baseline,Inclusive world export basket,2008,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7663629935921403,148
all_available,baseline,Inclusive world export basket,2008,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3087174285640249,148
all_available,baseline,Inclusive world export basket,2008,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.476058444418943,148
all_available,baseline,Inclusive world export basket,2008,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.24469065696294845,148
all_available,baseline,Inclusive world export basket,2008,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.4251398364533552,148
all_available,baseline,Inclusive world export basket,2008,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.2206954249140251,148
all_available,baseline,Inclusive world export basket,2008,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.3706896870847015,148
all_available,baseline,Inclusive world export basket,2008,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.17981986917749146,148
all_available,baseline,Inclusive world export basket,2008,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.3709525166859779,148
all_available,baseline,Inclusive world export basket,2008,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.17037281083302178,148
all_available,baseline,Inclusive world export basket,2009,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.45585343732994743,149
all_available,baseline,Inclusive world export basket,2009,world_share_exposure,World-share percentile exposure,log_population,Population,0.19353528024668964,149
all_available,baseline,Inclusive world export basket,2009,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.735846181752222,149
all_available,baseline,Inclusive world export basket,2009,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3041356793034645,149
all_available,baseline,Inclusive world export basket,2009,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.4354289860330129,149
all_available,baseline,Inclusive world export basket,2009,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.2555269363323055,149
all_available,baseline,Inclusive world export basket,2009,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.3058117177580265,149
all_available,baseline,Inclusive world export basket,2009,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.1565935062579358,149
all_available,baseline,Inclusive world export basket,2009,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.347248322147651,149
all_available,baseline,Inclusive world export basket,2009,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.14472338109922,149
all_available,baseline,Inclusive world export basket,2009,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.3956393977870488,149
all_available,baseline,Inclusive world export basket,2009,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.18224560130600398,149
all_available,baseline,Inclusive world export basket,2010,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.44639793875026484,152
all_available,baseline,Inclusive world export basket,2010,world_share_exposure,World-share percentile exposure,log_population,Population,0.24924309214797807,152
all_available,baseline,Inclusive world export basket,2010,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7054586212316923,152
all_available,baseline,Inclusive world export basket,2010,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.2880213779481817,152
all_available,baseline,Inclusive world export basket,2010,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.504305660918951,152
all_available,baseline,Inclusive world export basket,2010,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.27012213041368516,152
all_available,baseline,Inclusive world export basket,2010,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.36649717398287296,152
all_available,baseline,Inclusive world export basket,2010,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.22142032135266096,152
all_available,baseline,Inclusive world export basket,2010,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.3547762081479507,152
all_available,baseline,Inclusive world export basket,2010,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.19750340010524947,152
all_available,baseline,Inclusive world export basket,2010,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.3743088730786842,152
all_available,baseline,Inclusive world export basket,2010,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.19588365147383455,152
all_available,baseline,Inclusive world export basket,2011,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.42131116938530605,150
all_available,baseline,Inclusive world export basket,2011,world_share_exposure,World-share percentile exposure,log_population,Population,0.19133828170140893,150
all_available,baseline,Inclusive world export basket,2011,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7001431174718877,150
all_available,baseline,Inclusive world export basket,2011,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.25475798924396637,150
all_available,baseline,Inclusive world export basket,2011,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.38510333792613005,150
all_available,baseline,Inclusive world export basket,2011,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.21691452953464602,150
all_available,baseline,Inclusive world export basket,2011,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.31678385706031376,150
all_available,baseline,Inclusive world export basket,2011,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.13992266322947688,150
all_available,baseline,Inclusive world export basket,2011,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.3542184097070981,150
all_available,baseline,Inclusive world export basket,2011,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.16392372994355306,150
all_available,baseline,Inclusive world export basket,2011,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.3677301213387262,150
all_available,baseline,Inclusive world export basket,2011,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.1759918218587493,150
all_available,baseline,Inclusive world export basket,2012,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.43403624956430803,151
all_available,baseline,Inclusive world export basket,2012,world_share_exposure,World-share percentile exposure,log_population,Population,0.21690833042872076,151
all_available,baseline,Inclusive world export basket,2012,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7089055420006971,151
all_available,baseline,Inclusive world export basket,2012,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.28730219588706857,151
all_available,baseline,Inclusive world export basket,2012,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.4130289299407458,151
all_available,baseline,Inclusive world export basket,2012,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.28788776577204594,151
all_available,baseline,Inclusive world export basket,2012,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.356176368072499,151
all_available,baseline,Inclusive world export basket,2012,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.19524573021958866,151
all_available,baseline,Inclusive world export basket,2012,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.35543743464621813,151
all_available,baseline,Inclusive world export basket,2012,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.17180202161031716,151
all_available,baseline,Inclusive world export basket,2012,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.4018368769606134,151
all_available,baseline,Inclusive world export basket,2012,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.2040362495643081,151
all_available,baseline,Inclusive world export basket,2013,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.43497446825620195,153
all_available,baseline,Inclusive world export basket,2013,world_share_exposure,World-share percentile exposure,log_population,Population,0.2007022904855722,153
all_available,baseline,Inclusive world export basket,2013,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7122284320426735,153
all_available,baseline,Inclusive world export basket,2013,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3047156661707745,153
all_available,baseline,Inclusive world export basket,2013,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.43340972752737456,153
all_available,baseline,Inclusive world export basket,2013,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.27470078940667175,153
all_available,baseline,Inclusive world export basket,2013,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.3890206800423518,153
all_available,baseline,Inclusive world export basket,2013,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.20149973865144144,153
all_available,baseline,Inclusive world export basket,2013,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.35055888384061756,153
all_available,baseline,Inclusive world export basket,2013,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.14523273424202215,153
all_available,baseline,Inclusive world export basket,2013,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.38388082505729565,153
all_available,baseline,Inclusive world export basket,2013,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.189316875075389,153
all_available,baseline,Inclusive world export basket,2014,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.45980016265830137,152
all_available,baseline,Inclusive world export basket,2014,world_share_exposure,World-share percentile exposure,log_population,Population,0.21759306720248223,152
all_available,baseline,Inclusive world export basket,2014,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7044163779140098,152
all_available,baseline,Inclusive world export basket,2014,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.2910797640771191,152
all_available,baseline,Inclusive world export basket,2014,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.48285936891312814,152
all_available,baseline,Inclusive world export basket,2014,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.3055071453468107,152
all_available,baseline,Inclusive world export basket,2014,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.3949418735775941,152
all_available,baseline,Inclusive world export basket,2014,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.20703394637743558,152
all_available,baseline,Inclusive world export basket,2014,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.37105570705103225,152
all_available,baseline,Inclusive world export basket,2014,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.16071391958665654,152
all_available,baseline,Inclusive world export basket,2014,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.43973099870830173,152
all_available,baseline,Inclusive world export basket,2014,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.20559872607111856,152
all_available,baseline,Inclusive world export basket,2015,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.41772087015356857,152
all_available,baseline,Inclusive world export basket,2015,world_share_exposure,World-share percentile exposure,log_population,Population,0.1867700025287215,152
all_available,baseline,Inclusive world export basket,2015,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7148729830028908,152
all_available,baseline,Inclusive world export basket,2015,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.2966942092277831,152
all_available,baseline,Inclusive world export basket,2015,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.4492205386860215,152
all_available,baseline,Inclusive world export basket,2015,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.2757399927555546,152
all_available,baseline,Inclusive world export basket,2015,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.28112206890424346,152
all_available,baseline,Inclusive world export basket,2015,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.1367594092359844,152
all_available,baseline,Inclusive world export basket,2015,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.3221112774144165,152
all_available,baseline,Inclusive world export basket,2015,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.12085921855671511,152
all_available,baseline,Inclusive world export basket,2015,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.3603735673425871,152
all_available,baseline,Inclusive world export basket,2015,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,0.1347227632774964,152
all_available,baseline,Inclusive world export basket,2016,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",0.45464402769905615,154
all_available,baseline,Inclusive world export basket,2016,world_share_exposure,World-share percentile exposure,log_population,Population,0.2241537084041828,154
all_available,baseline,Inclusive world export basket,2016,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7394448688566336,154
all_available,baseline,Inclusive world export basket,2016,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.32272686200579936,154
all_available,baseline,Inclusive world export basket,2016,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",0.4367694291792964,154
all_available,baseline,Inclusive world export basket,2016,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.300120752113162,154
all_available,baseline,Inclusive world export basket,2016,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",0.3719050083376459,154
all_available,baseline,Inclusive world export basket,2016,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.20461650936034242,154
all_available,baseline,Inclusive world export basket,2016,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",0.35025177226315746,154
all_available,baseline,Inclusive world export basket,2016,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,0.19610307466094942,154
