model_id,model_label,horizon,outcome,predictor,robustness,fixed_effects,controls,standard_error_type,cluster_col,nobs,countries,variable,variable_role,coefficient,std_error,t_stat,r_squared,dropped_rows
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_1998,control_or_fixed_effect,-0.06426342005638494,0.0458202028184877,-1.4025127804640731,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_1999,control_or_fixed_effect,0.004019197333868784,0.047711848830712195,0.08423897694950819,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2000,control_or_fixed_effect,-0.07849187405372297,0.04653969277978488,-1.6865576321083264,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2001,control_or_fixed_effect,-0.053482325566489915,0.05485181258920491,-0.975032966859795,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2002,control_or_fixed_effect,0.09036872343597459,0.04398040337059638,2.0547497637639145,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2003,control_or_fixed_effect,0.1279488424362604,0.04679532500852868,2.7342227543657636,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2004,control_or_fixed_effect,0.030994583489882543,0.04427646783293402,0.7000238502952113,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2005,control_or_fixed_effect,0.10453312466613408,0.05750844054822026,1.8177005613373238,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2006,control_or_fixed_effect,0.058332490905660714,0.049798586348263944,1.1713684098925083,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2007,control_or_fixed_effect,0.08845370239546589,0.05751343187199544,1.5379659936192394,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2008,control_or_fixed_effect,-0.34635881798904566,0.05204605929609894,-6.654851926801048,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2009,control_or_fixed_effect,0.08898592043327899,0.047837949377783726,1.8601533215929333,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2010,control_or_fixed_effect,0.12336535168550206,0.04552857070144658,2.7096249626299462,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2011,control_or_fixed_effect,-0.0935886469491637,0.04812870685082164,-1.9445493775523284,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2012,control_or_fixed_effect,-0.03833078312272709,0.046499486081824144,-0.8243270270832077,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2013,control_or_fixed_effect,-0.1030198707762222,0.04492146716946289,-2.293332726368607,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2014,control_or_fixed_effect,-0.23250093568226995,0.048823270438755034,-4.76209261675586,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2015,control_or_fixed_effect,-0.09110065212962275,0.04495624441900602,-2.0264293271594633,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2016,control_or_fixed_effect,0.0392502702674563,0.045075691856818464,0.8707635679144662,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2017,control_or_fixed_effect,0.014633146989653059,0.04331540320293293,0.33782779121544076,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2018,control_or_fixed_effect,-0.08220886073364796,0.0462759569129673,-1.7764918592231564,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2019,control_or_fixed_effect,-0.1263871205299072,0.050986349742759396,-2.4788423012740877,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2020,control_or_fixed_effect,0.14380773779284578,0.047397769042973784,3.034061321798937,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2021,control_or_fixed_effect,0.03843885064899047,0.0483923880523048,0.7943160525048676,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2022,control_or_fixed_effect,-0.09105525423581044,0.049170640060622786,-1.8518216180132667,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2023,control_or_fixed_effect,-0.041120785868739025,0.05526971438755828,-0.744002141577842,0.2978878574226411,3
E2-1,bucket_year_fe,1,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1839,60,year_2024,control_or_fixed_effect,-0.005646168708606357,0.046993876082566055,-0.12014690379415184,0.2978878574226411,3
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,intercept,control_or_fixed_effect,0.03592094507933269,0.015206890370478175,2.3621492760326364,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,bucket_high_product_high_partner,main,0.011219869225129417,0.009745795553163347,1.1512522670853287,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,bucket_high_product_low_partner,main,0.03580898056653104,0.011318686106506378,3.163704711799259,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,bucket_low_product_high_partner,main,0.003054666556126091,0.00875980616126046,0.34871394410930107,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_1989,control_or_fixed_effect,0.01950751031325886,0.013124814729442,1.4863074805542964,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_1990,control_or_fixed_effect,0.041242318826735305,0.015520000169094644,2.6573658748317635,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_1991,control_or_fixed_effect,0.04499403986658672,0.015684012752799494,2.868783682833692,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_1992,control_or_fixed_effect,0.03500105204395005,0.014547769143722232,2.4059394741670053,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_1993,control_or_fixed_effect,0.036662435515020506,0.01619749806984067,2.26346287290412,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_1994,control_or_fixed_effect,0.013644001479408755,0.015465572208946565,0.8822176958648796,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_1995,control_or_fixed_effect,-0.01191723380308186,0.014361248945330156,-0.8298187607810381,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_1996,control_or_fixed_effect,-0.0032285405817442004,0.018750061060916215,-0.17218827028110162,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_1997,control_or_fixed_effect,-0.012860888303961291,0.014888967856417464,-0.8637864241488017,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_1998,control_or_fixed_effect,0.019881310412260485,0.014551703438475354,1.3662531329283012,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_1999,control_or_fixed_effect,0.06074867322838214,0.014354938467221077,4.231900635944855,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2000,control_or_fixed_effect,0.06923978622588224,0.01453422734228277,4.763912425151823,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2001,control_or_fixed_effect,0.10266826605208035,0.01563305343736079,6.567384066296203,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2002,control_or_fixed_effect,0.1259453978998978,0.01533243559894772,8.214311228448373,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2003,control_or_fixed_effect,0.12554773375959036,0.01819675711876807,6.899456476786233,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2004,control_or_fixed_effect,0.03040778132064437,0.01639016238773769,1.8552458847750022,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2005,control_or_fixed_effect,0.04294846076285518,0.01603708598014164,2.6780713663340885,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2006,control_or_fixed_effect,0.04693181394995531,0.015358909863502735,3.0556735059354074,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2007,control_or_fixed_effect,0.0160058641025163,0.014070450709931612,1.1375516273418718,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2008,control_or_fixed_effect,-0.009612714577979147,0.014755385848921368,-0.6514715830817698,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2009,control_or_fixed_effect,0.03775987744786143,0.014333879755835428,2.634309628032781,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2010,control_or_fixed_effect,-0.02672425972746678,0.014351078926271545,-1.8621777404167497,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2011,control_or_fixed_effect,-0.06846633883289108,0.014511063074212934,-4.718216610508712,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2012,control_or_fixed_effect,-0.04368479471816635,0.014981562691164562,-2.9159037423999594,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2013,control_or_fixed_effect,-0.03217054943243927,0.014224528681959442,-2.2616249825725507,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2014,control_or_fixed_effect,-0.028537284321889903,0.014586532764689247,-1.956413136847183,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2015,control_or_fixed_effect,-0.007246314025077397,0.015129762169997975,-0.4789443445083821,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2016,control_or_fixed_effect,0.0401960935910417,0.015118466849776933,2.658741391600483,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2017,control_or_fixed_effect,0.03955892192139742,0.016699903159868495,2.368811456132356,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2018,control_or_fixed_effect,0.017152704804948477,0.016230946292131863,1.0567901893226919,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2019,control_or_fixed_effect,0.027347181402525646,0.01889326163431669,1.4474568728172226,0.35176084477455305,6
E2-1,bucket_year_fe,5,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1605,60,year_2020,control_or_fixed_effect,0.03454741629699624,0.01930487610025875,1.7895694392223105,0.35176084477455305,6
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,intercept,control_or_fixed_effect,0.04276038971141963,0.010280214027372598,4.159484384037505,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,bucket_high_product_high_partner,main,0.011175724031665722,0.008817818272650255,1.2674023988823693,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,bucket_high_product_low_partner,main,0.03256671660856943,0.010271305631651895,3.1706501370392823,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,bucket_low_product_high_partner,main,0.0033333791705495645,0.00824631006169851,0.404226756647443,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_1989,control_or_fixed_effect,0.0008740194654113709,0.007932140847587366,0.11018708343753277,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_1990,control_or_fixed_effect,0.007106812000240353,0.010907665898127132,0.6515428751315722,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_1991,control_or_fixed_effect,0.004380723061053297,0.009451593995738309,0.46349039781316786,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_1992,control_or_fixed_effect,0.002877529484866006,0.009670632094971337,0.2975534025704795,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_1993,control_or_fixed_effect,0.020948861043788906,0.009655363609119826,2.169660500822774,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_1994,control_or_fixed_effect,0.027417859041444927,0.00964079456159967,2.8439418417495617,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_1995,control_or_fixed_effect,0.016470978154226053,0.00978389465124522,1.6834786903730357,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_1996,control_or_fixed_effect,0.04186245985913953,0.010746464249128992,3.8954635579355794,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_1997,control_or_fixed_effect,0.0521118774013156,0.010139873910562255,5.1393023089796985,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_1998,control_or_fixed_effect,0.07034830788623703,0.012386477863500145,5.679444040628847,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_1999,control_or_fixed_effect,0.042127002252727974,0.01091941166935494,3.8579919439209687,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2000,control_or_fixed_effect,0.049442088822261386,0.010613256517302072,4.6585219853736035,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2001,control_or_fixed_effect,0.06834512526484987,0.010551121910308825,6.477522091567744,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2002,control_or_fixed_effect,0.0632302619722379,0.010785494517575038,5.862527848788366,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2003,control_or_fixed_effect,0.051134095396990036,0.010974532840572886,4.659341417062156,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2004,control_or_fixed_effect,0.027828989461840235,0.010445755392657883,2.664143320970419,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2005,control_or_fixed_effect,0.002504804632765341,0.010017841672798974,0.25003436015230024,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2006,control_or_fixed_effect,-0.0180313200354192,0.010091009725347645,-1.7868697510147333,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2007,control_or_fixed_effect,-0.020436372206454667,0.009464894008866772,-2.15917602324017,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2008,control_or_fixed_effect,-0.027949268535464356,0.00979024848258544,-2.8548068606409287,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2009,control_or_fixed_effect,-0.003184869274328886,0.009432763145720469,-0.3376390592160498,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2010,control_or_fixed_effect,-0.024943497030036944,0.009999833517090303,-2.49439123035469,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2011,control_or_fixed_effect,-0.021925678003223856,0.009959801877071519,-2.20141708377744,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2012,control_or_fixed_effect,-0.007311551095752887,0.010578798256355378,-0.6911513877637622,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2013,control_or_fixed_effect,-0.013233436481259938,0.01022637304318867,-1.2940498479149594,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2014,control_or_fixed_effect,-0.007225428735090134,0.011520668302947401,-0.6271709717778794,0.3548377378544403,7
E2-1,bucket_year_fe,10,annualized_export_growth_log,bucket,main,year,none,country_clustered,reporter_code,1308,60,year_2015,control_or_fixed_effect,0.0038933182131893644,0.013259600443186862,0.29362258914746225,0.3548377378544403,7
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,intercept,control_or_fixed_effect,2.013514541863077,0.4330284262471464,4.649843797353583,0.3520102205611646,3
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,bucket_high_product_high_partner,main,-0.005769711233814839,0.020226562510051234,-0.2852541666903451,0.3520102205611646,3
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,bucket_high_product_low_partner,main,0.009323666440091527,0.017656453525911574,0.5280599768469167,0.3520102205611646,3
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,bucket_low_product_high_partner,main,0.0014927035411079759,0.011827439050611632,0.1262068259003866,0.3520102205611646,3
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,log_initial_exports,control_or_fixed_effect,-0.08846497748336912,0.02066456275985357,-4.280999240653471,0.3520102205611646,3
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,oil_export_share,control_or_fixed_effect,-0.11905747561785274,0.21809719490665633,-0.5458918243712776,0.3520102205611646,3
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,reporter_code_124,control_or_fixed_effect,0.314302533871884,0.11079723201965988,2.836736334858204,0.3520102205611646,3
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,reporter_code_156,control_or_fixed_effect,0.4471162759112562,0.10555444034607755,4.235883156078628,0.3520102205611646,3
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,reporter_code_188,control_or_fixed_effect,-0.007264151696677934,0.012140381847024078,-0.5983462289910235,0.3520102205611646,3
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,reporter_code_191,control_or_fixed_effect,0.005658173727557336,0.03297871175837442,0.17157048974541989,0.3520102205611646,3
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,reporter_code_203,control_or_fixed_effect,0.22069048544718925,0.06012526198598078,3.6705118307617015,0.3520102205611646,3
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,reporter_code_208,control_or_fixed_effect,0.16571958369185077,0.06096102188781983,2.7184515377187597,0.3520102205611646,3
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,reporter_code_246,control_or_fixed_effect,0.13501261788802965,0.05570753599023191,2.423597014086273,0.3520102205611646,3
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,reporter_code_251,control_or_fixed_effect,0.3083433206798294,0.09282932433073916,3.3216154798373956,0.3520102205611646,3
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,reporter_code_268,control_or_fixed_effect,-0.12951499704788677,0.03615395078068243,-3.58231933858494,0.3520102205611646,3
E2-2,bucket_country_year_fe_core,1,annualized_export_growth_log,bucket,main,"reporter_code,year","log_initial_exports,oil_export_share",country_clustered,reporter_code,1839,60,reporter_code_276,control_or_fixed_effect,0.38817029319661867,0.10829554239696397,3.5843607650419864,0.3520102205611646,3
